State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Himachal Pradesh",Kangra,Kangra(Baijnath),Spinach,Other,FAQ,30/09/2025,5500,6000,5800
"Himachal Pradesh",Kangra,Kangra(Baijnath),Tomato,Tomato,FAQ,30/09/2025,3200,3300,3200
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bhindi(Ladies Finger)",Bhindi,FAQ,30/09/2025,4000,4200,4100
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bottle gourd","Bottle Gourd",FAQ,30/09/2025,3500,5000,4200
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Tomato,Tomato,FAQ,30/09/2025,3100,3400,3200
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Carrot,Carrot,FAQ,30/09/2025,2500,3000,2700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cucumbar(Kheera),Cucumbar,FAQ,30/09/2025,3400,3600,3500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Ginger(Green),"Green Ginger",FAQ,30/09/2025,6000,7000,6500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Potato,Other,FAQ,30/09/2025,1000,2000,1400
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Tomato,Deshi,FAQ,30/09/2025,3100,3200,3200
"Himachal Pradesh",Kangra,Palampur,Apple,Apple,Medium,30/09/2025,7000,10000,8500
"Himachal Pradesh",Kangra,Palampur,Colacasia,Colacasia,FAQ,30/09/2025,3000,3200,3100
"Himachal Pradesh",Kangra,Palampur,Coriander(Leaves),Coriander,FAQ,30/09/2025,15000,18000,16500
"Himachal Pradesh",Kangra,Palampur,"Mousambi(Sweet Lime)",Other,Medium,30/09/2025,5000,5500,5200
"Himachal Pradesh",Kangra,Palampur,"Peas Wet",Other,FAQ,30/09/2025,16000,17000,16500
"Himachal Pradesh",Kangra,Palampur,Potato,Other,FAQ,30/09/2025,1200,3000,2000
"Himachal Pradesh",Kangra,Palampur,Raddish,Raddish,FAQ,30/09/2025,2500,3000,2700
"Jammu and Kashmir",Kathua,Kathua,"Bottle gourd",Other,FAQ,30/09/2025,1000,1200,1100
"Jammu and Kashmir",Kathua,Kathua,Brinjal,Other,FAQ,30/09/2025,2000,2200,2100
"Jammu and Kashmir",Kathua,Kathua,Cucumbar(Kheera),Other,FAQ,30/09/2025,2500,3000,2750
"Jammu and Kashmir",Kathua,Kathua,Lemon,Other,FAQ,30/09/2025,4000,5000,4500
"Jammu and Kashmir",Kathua,Kathua,Mashrooms,Mashrooms,FAQ,30/09/2025,12000,13000,12500
"Jammu and Kashmir",Kathua,Kathua,"Round gourd",Other,FAQ,30/09/2025,2000,2500,2250
Karnataka,Bangalore,Ramanagara,Brinjal,Round,Local,30/09/2025,1000,1800,1400
Karnataka,Bangalore,Ramanagara,Cucumbar(Kheera),Cucumbar,Local,30/09/2025,1800,2200,2000
Karnataka,Bangalore,Ramanagara,Ginger(Green),"Green Ginger",Local,30/09/2025,4000,5500,5000
Karnataka,Bangalore,Ramanagara,Ridgeguard(Tori),Ridgeguard(Tori),Local,30/09/2025,2400,3200,2800
Karnataka,Bangalore,Ramanagara,Snakeguard,Snakeguard,Local,30/09/2025,1000,1500,1200
Karnataka,Bangalore,Ramanagara,"Sweet Pumpkin","Sweet Pumpkin",Local,30/09/2025,2400,3000,2800
Karnataka,Chamrajnagar,"Chamaraj Nagar",Beans,"Beans (Whole)",Local,30/09/2025,3500,4500,4000
Karnataka,Chamrajnagar,"Chamaraj Nagar",Cucumbar(Kheera),Cucumbar,Local,30/09/2025,1500,2000,1750
Karnataka,Chamrajnagar,"Chamaraj Nagar",Ridgeguard(Tori),Ridgeguard(Tori),Local,30/09/2025,1800,2000,1900
Karnataka,Chamrajnagar,"Chamaraj Nagar",Tomato,Tomato,Local,30/09/2025,1000,1500,1300
Kerala,Alappuzha,Chengannur,"Bitter gourd",Other,FAQ,30/09/2025,4500,5000,4800
Kerala,Alappuzha,Chengannur,Coconut,Big,FAQ,30/09/2025,7200,7600,7300
Kerala,Alappuzha,Chengannur,Drumstick,Other,FAQ,30/09/2025,5800,6300,6000
Kerala,Alappuzha,Chengannur,Lemon,Lemon,FAQ,30/09/2025,0,0,6000
Kerala,Alappuzha,Harippad,Banana,"Nendra Bale",Medium,30/09/2025,4500,5000,4500
Kerala,Alappuzha,Harippad,Beetroot,Other,FAQ,30/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,Carrot,Other,FAQ,30/09/2025,6000,6500,6000
Kerala,Alappuzha,Harippad,Cucumbar(Kheera),Other,FAQ,30/09/2025,3000,3500,3000
Kerala,Alappuzha,Harippad,Ginger(Green),Other,FAQ,30/09/2025,5000,5500,5000
Kerala,Alappuzha,Harippad,"Green Chilli",Other,FAQ,30/09/2025,4000,4500,4000
Kerala,Alappuzha,Harippad,Onion,Other,FAQ,30/09/2025,5000,5500,5000
Kerala,Kannur,Thalasserry,"Black pepper",Other,FAQ,30/09/2025,64500,65300,65000
Kerala,Kottayam,Athirampuzha,Banana,"Banana - Ripe",Medium,30/09/2025,3200,3400,3300
Kerala,Kottayam,Athirampuzha,"Bitter gourd","Bitter Gourd",FAQ,30/09/2025,5000,5200,5100
Kerala,Kottayam,Athirampuzha,"Bottle gourd","Bottle Gourd",FAQ,30/09/2025,5000,5200,5100
Kerala,Kottayam,Athirampuzha,Cabbage,Cabbage,FAQ,30/09/2025,3000,3200,3100
Kerala,Kottayam,Athirampuzha,Coconut,Other,FAQ,30/09/2025,7600,7800,7700
Kerala,Kottayam,Athirampuzha,Colacasia,Other,FAQ,30/09/2025,6800,7000,6900
Kerala,Kottayam,Athirampuzha,Ginger(Green),"Green Ginger",FAQ,30/09/2025,8000,8200,8100
Kerala,Kottayam,Athirampuzha,Onion,Onion,FAQ,30/09/2025,4800,5000,4900
Kerala,Kottayam,Athirampuzha,Tomato,Tomato,FAQ,30/09/2025,3000,3200,3100
Kerala,Kottayam,Ettumanoor,"Banana - Green","Banana - Green",FAQ,30/09/2025,2800,3200,3000
Kerala,Kottayam,Ettumanoor,"Cluster beans",Other,FAQ,30/09/2025,4800,5200,5000
Kerala,Kottayam,Ettumanoor,"Green Chilli","Green Chilly",FAQ,30/09/2025,4500,4700,4600
Kerala,Kottayam,Ettumanoor,"Little gourd (Kundru)",Other,FAQ,30/09/2025,3700,4200,3900
Kerala,Kottayam,Ettumanoor,Potato,Potato,FAQ,30/09/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Kallachi,Banana,"Nendra Bale",Medium,30/09/2025,3800,4200,4000
Kerala,Kozhikode(Calicut),Kallachi,Banana,Rasakathai,Medium,30/09/2025,4300,4700,4500
Kerala,Kozhikode(Calicut),Kallachi,"Bottle gourd","Bottle Gourd",FAQ,30/09/2025,3000,3400,3200
Kerala,Kozhikode(Calicut),Kallachi,Carrot,Carrot,FAQ,30/09/2025,6300,6700,6500
Kerala,Kozhikode(Calicut),Kallachi,Potato,Other,FAQ,30/09/2025,2600,3000,2800
Kerala,Kozhikode(Calicut),Kallachi,Pumpkin,Pumpkin,FAQ,30/09/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Kallachi,Snakeguard,Snakeguard,FAQ,30/09/2025,2800,3200,3000
Kerala,Kozhikode(Calicut),Mukkom,Banana,Other,Large,30/09/2025,5200,5500,5400
Kerala,Kozhikode(Calicut),Mukkom,Onion,Onion,FAQ,30/09/2025,1900,2300,2100
Kerala,Kozhikode(Calicut),Mukkom,Snakeguard,Snakeguard,FAQ,30/09/2025,4500,4700,4600
Kerala,Kozhikode(Calicut),Palayam,Ashgourd,Other,FAQ,30/09/2025,1300,1300,1300
Kerala,Kozhikode(Calicut),Palayam,"Banana - Green",Other,FAQ,30/09/2025,2500,2500,2500
Kerala,Kozhikode(Calicut),Palayam,Beetroot,Other,FAQ,30/09/2025,4000,4000,4000
Kerala,Kozhikode(Calicut),Palayam,"Bhindi(Ladies Finger)",Other,FAQ,30/09/2025,2000,2000,2000
Kerala,Kozhikode(Calicut),Palayam,Cauliflower,Other,FAQ,30/09/2025,1900,1900,1900
Kerala,Kozhikode(Calicut),Palayam,"Coconut Seed",Other,FAQ,30/09/2025,7500,7500,7500
Kerala,Kozhikode(Calicut),Palayam,Potato,Other,FAQ,30/09/2025,2200,2300,2200
Kerala,Malappuram,Kottakkal,"Amranthas Red","Chawli Lal",FAQ,30/09/2025,2300,2500,2400
Kerala,Malappuram,Kottakkal,Beans,Other,FAQ,30/09/2025,4200,4400,4300
Kerala,Malappuram,Kottakkal,"Bhindi(Ladies Finger)",Other,FAQ,30/09/2025,2400,2600,2500
Kerala,Malappuram,Kottakkal,"Bitter gourd","Bitter Gourd",FAQ,30/09/2025,3300,3500,3400
Kerala,Malappuram,Kottakkal,Chikoos(Sapota),Other,Large,30/09/2025,5800,6000,5900
Kerala,Malappuram,Kottakkal,"Cowpea (Lobia/Karamani)",Other,FAQ,30/09/2025,3000,3200,3100
Kerala,Malappuram,Kottakkal,"Papaya (Raw)",Other,FAQ,30/09/2025,3000,3200,3100
Kerala,Malappuram,Kottakkal,Snakeguard,Other,FAQ,30/09/2025,1400,1600,1500
Kerala,Palakad,Koduvayoor,Banana,Palayamthodan,Medium,30/09/2025,2700,3100,2900
Kerala,Palakad,Koduvayoor,Beetroot,Other,FAQ,30/09/2025,3500,3900,3700
Kerala,Palakad,Koduvayoor,"Bhindi(Ladies Finger)",Other,FAQ,30/09/2025,3200,3600,3400
Kerala,Palakad,Koduvayoor,Cauliflower,Other,FAQ,30/09/2025,3800,4200,4000
Kerala,Palakad,Koduvayoor,"Cluster beans",Other,FAQ,30/09/2025,3800,4200,4000
Kerala,Palakad,Koduvayoor,"Little gourd (Kundru)",Other,FAQ,30/09/2025,4400,4800,4600
Kerala,Palakad,Koduvayoor,Snakeguard,Other,FAQ,30/09/2025,2600,3000,2800
Kerala,Palakad,Koduvayoor,"Sweet Potato",Other,FAQ,30/09/2025,2800,3200,3000
Kerala,Palakad,Koduvayoor,Tapioca,Other,FAQ,30/09/2025,2700,3100,2900
"Madhya Pradesh",Badwani,Sendhwa(F&V),Cabbage,Cabbage,FAQ,30/09/2025,700,1200,1000
"Madhya Pradesh",Badwani,Sendhwa(F&V),Coriander(Leaves),Local,FAQ,30/09/2025,800,1000,900
"Madhya Pradesh",Badwani,Sendhwa(F&V),Ginger(Green),"Green Ginger",FAQ,30/09/2025,1800,2500,2200
"Madhya Pradesh",Bhopal,Bhopal,Garlic,Garlic,FAQ,30/09/2025,1800,5150,5150
"Madhya Pradesh",Dhar,Dhar,Soyabean,Soyabeen,FAQ,30/09/2025,2800,3425,3425
"Madhya Pradesh",Indore,Indore,Garlic,Garlic,FAQ,30/09/2025,1550,3980,3980
"Madhya Pradesh",Indore,Indore,Soyabean,Soyabeen,FAQ,30/09/2025,3270,4385,3300
"Madhya Pradesh",Indore,Sanwer,Soyabean,Soyabeen,FAQ,30/09/2025,3680,4100,4100
"Madhya Pradesh",Khandwa,Khargone(F&V),"Bottle gourd","Bottle Gourd",FAQ,30/09/2025,1300,1700,1500
"Madhya Pradesh",Khandwa,Khargone(F&V),Brinjal,"Arkasheela Mattigulla",FAQ,30/09/2025,1800,2200,2000
"Madhya Pradesh",Khandwa,Khargone(F&V),"Sponge gourd",Organic,FAQ,30/09/2025,2000,2400,2200
"Madhya Pradesh",Khandwa,Khargone(F&V),Tomato,Deshi,FAQ,30/09/2025,2000,2800,2500
"Madhya Pradesh",Khargone,Bhikangaon,Soyabean,Soyabeen,FAQ,30/09/2025,3900,4000,4000
"Madhya Pradesh",Khargone,Segaon,Soyabean,Soyabeen,Non-FAQ,30/09/2025,3550,3610,3610
"Madhya Pradesh",Mandla,Bichhiya,Paddy(Dhan)(Common),Paddy,Non-FAQ,30/09/2025,2190,2190,2190
"Madhya Pradesh",Raisen,Silvani,Wheat,"Mill Quality",FAQ,30/09/2025,2475,2500,2500
"Madhya Pradesh",Satna,Amarpatan,Wheat,"Mill Quality",FAQ,30/09/2025,2502,2510,2510
"Madhya Pradesh",Singroli,Singroli,Wheat,Wheat,FAQ,30/09/2025,2400,2400,2400
"Madhya Pradesh",Tikamgarh,Khargapur,Wheat,"Wheat Mix",Non-FAQ,30/09/2025,2500,2500,2500
"Madhya Pradesh",Ujjain,Tarana,Soyabean,Soyabeen,FAQ,30/09/2025,4200,4200,4200
Maharashtra,Nagpur,Kalmeshwar,"Bhindi(Ladies Finger)",Other,Local,30/09/2025,1515,2000,1805
Maharashtra,Nagpur,Kalmeshwar,Cabbage,Other,Local,30/09/2025,1410,1800,1630
Maharashtra,Nagpur,Kalmeshwar,Coriander(Leaves),Other,Local,30/09/2025,5065,5500,5345
Maharashtra,Parbhani,Palam,Soyabean,Yellow,Non-FAQ,30/09/2025,4451,4451,4451
Maharashtra,Pune,Pune(Moshi),Apple,Other,Local,30/09/2025,10000,12000,11000
Maharashtra,Pune,Pune(Moshi),Beetroot,Other,Local,30/09/2025,3000,3000,3000
Maharashtra,Pune,Pune(Moshi),Brinjal,Other,Local,30/09/2025,2000,3000,2500
Maharashtra,Pune,Pune(Moshi),Cabbage,Other,Local,30/09/2025,700,1000,850
Maharashtra,Pune,Pune(Moshi),Ginger(Green),Other,Local,30/09/2025,3000,4000,3500
Maharashtra,Pune,Pune(Moshi),"Green Chilli",Other,Local,30/09/2025,2000,4000,3000
Maharashtra,Pune,Pune(Moshi),"Mango (Raw-Ripe)",Other,Local,30/09/2025,5000,5000,5000
Maharashtra,Pune,Pune(Moshi),Pear(Marasebu),Other,Local,30/09/2025,10000,10000,10000
Maharashtra,Pune,Pune(Moshi),Pomegranate,Other,Local,30/09/2025,10000,10000,10000
Maharashtra,Pune,Pune(Pimpri),"Bhindi(Ladies Finger)",Other,Local,30/09/2025,6000,6000,6000
Maharashtra,Pune,Pune(Pimpri),"Bitter gourd",Other,Local,30/09/2025,4000,4000,4000
Maharashtra,Pune,Pune(Pimpri),"Bottle gourd",Other,Local,30/09/2025,4000,4000,4000
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Guava,Other,Local,30/09/2025,1500,3000,2250
Maharashtra,Sangli,"Sangli(Phale, Bhajipura Market)",Orange,Other,Local,30/09/2025,2000,5000,3500
Maharashtra,Satara,Patan,"Bhindi(Ladies Finger)",Other,Local,30/09/2025,2000,3000,2500
Maharashtra,Satara,Vai,"Bottle gourd",Other,Local,30/09/2025,1500,2000,1750
Maharashtra,Thane,Ulhasnagar,Rice,Other,Local,30/09/2025,4000,5000,4500
Nagaland,Longleng,Longleng,"Leafy Vegetable",Other,FAQ,30/09/2025,1200,1500,1300
Nagaland,Mon,Mon,Yam,Other,FAQ,30/09/2025,1200,1500,1400
Odisha,Boudh,Boudh,Tomato,Other,Non-FAQ,30/09/2025,2000,2500,2200
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,30/09/2025,3000,3500,3200
Odisha,Dhenkanal,Hindol,Onion,Other,Non-FAQ,30/09/2025,1800,2200,2000
Odisha,Dhenkanal,Hindol,"Pointed gourd (Parval)",Other,FAQ,30/09/2025,5500,6000,5800
Punjab,Amritsar,Rayya,"Bhindi(Ladies Finger)",Bhindi,FAQ,30/09/2025,2100,2100,2100
Punjab,Amritsar,Rayya,Cauliflower,Local,FAQ,30/09/2025,2400,2400,2400
Punjab,Amritsar,Rayya,Onion,Red,FAQ,30/09/2025,2000,2000,2000
Punjab,Amritsar,Rayya,Raddish,Other,FAQ,30/09/2025,2100,2100,2100
Punjab,Bhatinda,"Bhagta Bhai Ka",Tomato,Other,FAQ,30/09/2025,2500,2500,2500
Punjab,Fazilka,Fazilka,Cauliflower,Other,FAQ,30/09/2025,3000,5000,4000
Punjab,Fazilka,Fazilka,Garlic,Other,FAQ,30/09/2025,5000,7000,6000
Punjab,Fazilka,Fazilka,Ginger(Green),Other,FAQ,30/09/2025,4000,6000,5000
Punjab,Fazilka,Fazilka,Onion,Other,FAQ,30/09/2025,1500,2500,2000
Punjab,Gurdaspur,Batala,Brinjal,Other,FAQ,30/09/2025,3000,4000,3500
Punjab,Gurdaspur,Batala,Cabbage,Other,FAQ,30/09/2025,4000,4500,4200
Punjab,Gurdaspur,Batala,Cauliflower,Other,FAQ,30/09/2025,5000,5500,5200
Punjab,Hoshiarpur,"Garh Shankar",Capsicum,Capsicum,FAQ,30/09/2025,4500,6000,5000
Punjab,Hoshiarpur,"Garh Shankar",Cauliflower,Cauliflower,FAQ,30/09/2025,1700,2500,2000
Punjab,Hoshiarpur,"Garh Shankar",Cucumbar(Kheera),Cucumbar,FAQ,30/09/2025,1500,2500,2000
Punjab,Hoshiarpur,"Garh Shankar",Ginger(Green),"Green Ginger",FAQ,30/09/2025,4500,5500,5000
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Apple,American,Medium,30/09/2025,2000,3500,2500
Punjab,Jalandhar,"Phillaur(Apra Mandi)",Cauliflower,Other,FAQ,30/09/2025,3500,3500,3500
Punjab,Ludhiana,Khanna,"Bhindi(Ladies Finger)",Other,FAQ,30/09/2025,2000,3000,2500
Punjab,Ludhiana,Khanna,Cucumbar(Kheera),Other,FAQ,30/09/2025,2000,3000,2500
Punjab,Moga,"Kot ise Khan","Bhindi(Ladies Finger)",Other,FAQ,30/09/2025,1000,1200,1100
Punjab,Moga,"Kot ise Khan",Pumpkin,Other,FAQ,30/09/2025,1000,1200,1100
Punjab,Tarntaran,Tarantaran,Cauliflower,Other,FAQ,30/09/2025,2600,3200,3000
Punjab,Tarntaran,Tarantaran,Pumpkin,Other,FAQ,30/09/2025,2000,2500,2200
Rajasthan,Dungarpur,Dungarpur,Cabbage,Cabbage,FAQ,30/09/2025,1800,2300,2000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Cabbage,Other,FAQ,30/09/2025,1900,2300,2100
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Capsicum,Other,FAQ,30/09/2025,5000,5400,5200
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Cauliflower,Other,FAQ,30/09/2025,2500,2900,2700
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Ginger(Green),"Green Ginger",FAQ,30/09/2025,3900,4300,4100
Rajasthan,Ganganagar,"Sriganganagar (F&V)","Green Peas","Green Peas",FAQ,30/09/2025,9800,10200,10000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Orange,Other,Medium,30/09/2025,6000,6400,6200
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Papaya,Other,Medium,30/09/2025,1700,2100,1900
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Potato,Other,FAQ,30/09/2025,800,1000,900
Rajasthan,"Jaipur Rural",Bassi,Mustard,Other,Non-FAQ,30/09/2025,6400,6700,6550
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),"I.R. 64",FAQ,30/09/2025,2300,2300,2300
"Uttar Pradesh",Aligarh,Charra,"Green Chilli","Green Chilly",FAQ,30/09/2025,4000,4100,4050
"Uttar Pradesh",Aligarh,Charra,Potato,Desi,FAQ,30/09/2025,1000,1100,1050
"Uttar Pradesh",Aligarh,Charra,Pumpkin,Pumpkin,FAQ,30/09/2025,1500,1600,1550
"Uttar Pradesh",Aligarh,Khair,"Bajra(Pearl Millet/Cumbu)",Hybrid,Non-FAQ,30/09/2025,1700,1900,1850
"Uttar Pradesh",Aligarh,Khair,"Bottle gourd","Bottle Gourd",FAQ,30/09/2025,1000,1500,1200
"Uttar Pradesh",Aligarh,Khair,Garlic,Garlic,FAQ,30/09/2025,5000,6000,5500
"Uttar Pradesh",Amethi,Sultanpur,"Bitter gourd","Bitter Gourd",FAQ,30/09/2025,2450,2495,2470
"Uttar Pradesh",Amethi,Sultanpur,Ginger(Green),"Green Ginger",FAQ,30/09/2025,3880,3935,3900
"Uttar Pradesh",Amethi,Sultanpur,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,30/09/2025,3345,3370,3355
"Uttar Pradesh",Badaun,Babrala,Potato,Other,Non-FAQ,30/09/2025,680,700,690
"Uttar Pradesh",Badaun,Babrala,Wheat,Dara,Non-FAQ,30/09/2025,2480,2500,2490
"Uttar Pradesh",Badaun,Babrala,Wood,Eucalyptus,FAQ,30/09/2025,580,600,590
"Uttar Pradesh",Badaun,Visoli,Potato,Desi,FAQ,30/09/2025,700,700,700
"Uttar Pradesh",Ballia,Vilthararoad,Apple,Apple,Medium,30/09/2025,8600,8700,8650
"Uttar Pradesh",Ballia,Vilthararoad,Wheat,Dara,Non-FAQ,30/09/2025,2700,2800,2750
"Uttar Pradesh",Bulandshahar,Gulavati,Colacasia,Other,FAQ,30/09/2025,1200,1400,1300
"Uttar Pradesh",Bulandshahar,Gulavati,Cucumbar(Kheera),Cucumbar,FAQ,30/09/2025,1300,1500,1400
"Uttar Pradesh",Bulandshahar,Gulavati,Garlic,Desi,FAQ,30/09/2025,5100,5300,5200
"Uttar Pradesh",Bulandshahar,Sikarpur,Brinjal,Round/Long,FAQ,30/09/2025,1000,1200,1100
"Uttar Pradesh",Bulandshahar,Sikarpur,Garlic,Garlic,FAQ,30/09/2025,5800,6000,5900
"Uttar Pradesh",Bulandshahar,Sikarpur,"Green Chilli","Green Chilly",FAQ,30/09/2025,2400,2500,2450
"Uttar Pradesh",Etah,Awagarh,"Banana - Green","Banana - Green",FAQ,30/09/2025,1500,1600,1550
"Uttar Pradesh",Etah,Awagarh,Brinjal,Round/Long,FAQ,30/09/2025,1500,1800,1600
"Uttar Pradesh",Hathras,Shadabad,Potato,Desi,FAQ,30/09/2025,700,800,750
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Apple,"Kasmir/Shimla - II",Medium,30/09/2025,9100,9185,9140
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Bhindi(Ladies Finger)",Other,FAQ,30/09/2025,2100,2175,2140
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Bottle gourd","Bottle Gourd",FAQ,30/09/2025,1900,1959,1930
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,30/09/2025,1950,1990,1975
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Pointed gourd (Parval)",Other,FAQ,30/09/2025,1400,1500,1450
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Pumpkin,Pumpkin,FAQ,30/09/2025,1600,1650,1630
"Uttar Pradesh",Maharajganj,Nautnava,Apple,Delicious,Medium,30/09/2025,7300,7500,7400
"Uttar Pradesh",Maharajganj,Nautnava,Garlic,Average,FAQ,30/09/2025,2800,3000,2900
"Uttar Pradesh",Maharajganj,Nautnava,Ginger(Green),"Green Ginger",FAQ,30/09/2025,2100,2250,2200
"Uttar Pradesh",Maharajganj,Nautnava,"Green Chilli","Green Chilly",FAQ,30/09/2025,1700,2000,1860
"Uttar Pradesh",Mainpuri,Ghiraur,Onion,Red,FAQ,30/09/2025,1190,1390,1290
"Uttar Pradesh",Mau(Maunathbhanjan),Doharighat,Lemon,Lemon,FAQ,30/09/2025,3500,3600,3565
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Apple,Delicious,Medium,30/09/2025,7000,7200,7100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Banana,Medium,Medium,30/09/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,30/09/2025,900,1200,1000
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Cauliflower,Cauliflower,FAQ,30/09/2025,1000,1200,1100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Green Chilli","Green Chilly",FAQ,30/09/2025,2000,2200,2100
"Uttar Pradesh",Pillibhit,Pilibhit,Potato,Potato,Non-FAQ,30/09/2025,858,933,893
"Uttar Pradesh",Pillibhit,Puranpur,Brinjal,Brinjal,FAQ,30/09/2025,1650,1740,1695
"Uttar Pradesh",Pillibhit,Puranpur,Potato,Potato,Non-FAQ,30/09/2025,850,935,885
"Uttar Pradesh",Raebarelli,Lalganj,Cauliflower,Cauliflower,FAQ,30/09/2025,1500,1700,1600
"Uttar Pradesh",Raebarelli,Lalganj,Onion,Red,FAQ,30/09/2025,1100,1200,1150
"Uttar Pradesh",Raebarelli,Lalganj,Paddy(Dhan)(Common),Common,FAQ,30/09/2025,2320,2400,2350
"Uttar Pradesh",Raebarelli,Lalganj,Rice,Common,FAQ,30/09/2025,2800,2900,2850
"Uttar Pradesh",Raebarelli,Lalganj,Tomato,Hybrid,FAQ,30/09/2025,1800,2000,1900
"Uttar Pradesh",Rampur,Shahabad,Wood,Other,FAQ,30/09/2025,500,900,700
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Firewood,Other,FAQ,30/09/2025,300,340,320
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Onion,Nasik,FAQ,30/09/2025,1000,1100,1050
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Pumpkin,Pumpkin,FAQ,30/09/2025,800,820,810
Uttrakhand,Haridwar,Roorkee,Apple,Other,Large,30/09/2025,3000,5000,4000
"West Bengal",Birbhum,Birbhum,Brinjal,Brinjal,FAQ,30/09/2025,4300,4500,4400
"West Bengal",Birbhum,Birbhum,Tomato,Hybrid,FAQ,30/09/2025,3600,3800,3700
"West Bengal",Birbhum,Bolpur,"Green Chilli","Green Chilly",FAQ,30/09/2025,7800,8000,7900
"West Bengal",Birbhum,Bolpur,Tomato,Hybrid,FAQ,30/09/2025,3600,3800,3700
"West Bengal",Hooghly,Sheoraphuly,"Bhindi(Ladies Finger)",Bhindi,FAQ,30/09/2025,4200,4400,4300
"West Bengal",Hooghly,Sheoraphuly,Cucumbar(Kheera),Cucumbar,FAQ,30/09/2025,3200,3400,3300
"West Bengal",Hooghly,Sheoraphuly,Ginger(Dry),Other,FAQ,30/09/2025,7500,8500,8000
